config,seed,class,channel_index,geomorphon_value,geomorphon_form,mean_abs_shap
fld_chmret_leafon,2,overall,5,6,slope,5.925855293753557e-05
fld_chmret_leafon,2,overall,6,7,hollow,2.462026895955205e-05
fld_chmret_leafon,2,overall,7,8,footslope,4.055238969158381e-05
fld_chmret_leafon,2,overall,8,9,valley,3.4141645301133394e-05
fld_chmret_leafon,2,overall,9,10,pit,6.160262273624539e-06
fld_chmret_leafon,3,WET,0,1,flat,3.0009838155820034e-05
fld_chmret_leafon,3,WET,1,2,peak,3.542098511388758e-06
fld_chmret_leafon,3,WET,2,3,ridge,8.044157766562421e-06
fld_chmret_leafon,3,WET,3,4,shoulder,1.286480255657807e-05
fld_chmret_leafon,3,WET,4,5,spur,1.1525444278959185e-05
fld_chmret_leafon,3,WET,5,6,slope,3.4700420656008646e-05
fld_chmret_leafon,3,WET,6,7,hollow,1.801843427529093e-05
fld_chmret_leafon,3,WET,7,8,footslope,2.225006937806029e-05
fld_chmret_leafon,3,WET,8,9,valley,2.418596704956144e-05
fld_chmret_leafon,3,WET,9,10,pit,5.833086561324308e-06
fld_chmret_leafon,3,UPL,0,1,flat,3.3160777093144134e-05
fld_chmret_leafon,3,UPL,1,2,peak,3.7745307963632513e-06
fld_chmret_leafon,3,UPL,2,3,ridge,8.513992725056596e-06
fld_chmret_leafon,3,UPL,3,4,shoulder,1.4312297935248353e-05
fld_chmret_leafon,3,UPL,4,5,spur,1.199274993268773e-05
fld_chmret_leafon,3,UPL,5,6,slope,3.6403860576683655e-05
fld_chmret_leafon,3,UPL,6,7,hollow,1.9142526070936583e-05
fld_chmret_leafon,3,UPL,7,8,footslope,2.407658757874742e-05
fld_chmret_leafon,3,UPL,8,9,valley,2.56196508416906e-05
fld_chmret_leafon,3,UPL,9,10,pit,6.131274858489633e-06
fld_chmret_leafon,3,overall,0,1,flat,3.158530671498738e-05
fld_chmret_leafon,3,overall,1,2,peak,3.6583146538760047e-06
fld_chmret_leafon,3,overall,2,3,ridge,8.27907570055686e-06
fld_chmret_leafon,3,overall,3,4,shoulder,1.3588550245913211e-05
fld_chmret_leafon,3,overall,4,5,spur,1.1759097105823457e-05
fld_chmret_leafon,3,overall,5,6,slope,3.555214061634615e-05
fld_chmret_leafon,3,overall,6,7,hollow,1.8580480173113756e-05
fld_chmret_leafon,3,overall,7,8,footslope,2.3163327568909153e-05
fld_chmret_leafon,3,overall,8,9,valley,2.490280894562602e-05
fld_chmret_leafon,3,overall,9,10,pit,5.982180482533295e-06
fld_chmret_leafon,4,WET,0,1,flat,6.378984835464507e-05
fld_chmret_leafon,4,WET,1,2,peak,3.3538970001245616e-06
fld_chmret_leafon,4,WET,2,3,ridge,1.7201808077516034e-05
fld_chmret_leafon,4,WET,3,4,shoulder,1.5436615285580046e-05
fld_chmret_leafon,4,WET,4,5,spur,2.1009169358876534e-05
fld_chmret_leafon,4,WET,5,6,slope,4.538046050583944e-05
fld_chmret_leafon,4,WET,6,7,hollow,2.1842821297468618e-05
fld_chmret_leafon,4,WET,7,8,footslope,3.0199971661204472e-05
fld_chmret_leafon,4,WET,8,9,valley,3.759193350560963e-05
fld_chmret_leafon,4,WET,9,10,pit,5.106219759909436e-06
fld_chmret_leafon,4,UPL,0,1,flat,4.7464400267926976e-05
fld_chmret_leafon,4,UPL,1,2,peak,3.3220080695173237e-06
fld_chmret_leafon,4,UPL,2,3,ridge,1.6630048776278272e-05
fld_chmret_leafon,4,UPL,3,4,shoulder,1.2119726306991652e-05
fld_chmret_leafon,4,UPL,4,5,spur,1.9679639081005007e-05
fld_chmret_leafon,4,UPL,5,6,slope,3.870509681291878e-05
fld_chmret_leafon,4,UPL,6,7,hollow,1.8949174773297273e-05
fld_chmret_leafon,4,UPL,7,8,footslope,2.3603746740263887e-05
fld_chmret_leafon,4,UPL,8,9,valley,3.287608706159517e-05
fld_chmret_leafon,4,UPL,9,10,pit,4.954145424562739e-06
fld_chmret_leafon,4,overall,0,1,flat,5.562712613027543e-05
fld_chmret_leafon,4,overall,1,2,peak,3.337952421134105e-06
fld_chmret_leafon,4,overall,2,3,ridge,1.6915928426897153e-05
fld_chmret_leafon,4,overall,3,4,shoulder,1.3778170796285849e-05
fld_chmret_leafon,4,overall,4,5,spur,2.034440331044607e-05
fld_chmret_leafon,4,overall,5,6,slope,4.204277865937911e-05
fld_chmret_leafon,4,overall,6,7,hollow,2.0395997125888243e-05
fld_chmret_leafon,4,overall,7,8,footslope,2.690186011022888e-05
fld_chmret_leafon,4,overall,8,9,valley,3.52340102836024e-05
fld_chmret_leafon,4,overall,9,10,pit,5.030182364862412e-06
fld_nolidar_leafoff,0,WET,0,1,flat,5.781713480246253e-05
fld_nolidar_leafoff,0,WET,1,2,peak,4.2879914872173686e-06
fld_nolidar_leafoff,0,WET,2,3,ridge,1.9416602299315855e-05
fld_nolidar_leafoff,0,WET,3,4,shoulder,3.085629941779189e-05
fld_nolidar_leafoff,0,WET,4,5,spur,1.5443754818988964e-05
fld_nolidar_leafoff,0,WET,5,6,slope,5.1451410399749875e-05
fld_nolidar_leafoff,0,WET,6,7,hollow,1.7660713638179004e-05
fld_nolidar_leafoff,0,WET,7,8,footslope,3.0828032322460786e-05
fld_nolidar_leafoff,0,WET,8,9,valley,2.8829736038460396e-05
fld_nolidar_leafoff,0,WET,9,10,pit,4.962032107869163e-06
fld_nolidar_leafoff,0,UPL,0,1,flat,4.3832085793837905e-05
fld_nolidar_leafoff,0,UPL,1,2,peak,3.394960003788583e-06
fld_nolidar_leafoff,0,UPL,2,3,ridge,1.6217938537010923e-05
fld_nolidar_leafoff,0,UPL,3,4,shoulder,2.2117259504739195e-05
fld_nolidar_leafoff,0,UPL,4,5,spur,1.3056940588285215e-05
fld_nolidar_leafoff,0,UPL,5,6,slope,4.0447761421091855e-05
fld_nolidar_leafoff,0,UPL,6,7,hollow,1.3871331248083152e-05
fld_nolidar_leafoff,0,UPL,7,8,footslope,2.3005533876130357e-05
fld_nolidar_leafoff,0,UPL,8,9,valley,2.254811261082068e-05
fld_nolidar_leafoff,0,UPL,9,10,pit,3.9763299355399795e-06
fld_nolidar_leafoff,0,overall,0,1,flat,5.0824608479160815e-05
fld_nolidar_leafoff,0,overall,1,2,peak,3.8414755181293e-06
fld_nolidar_leafoff,0,overall,2,3,ridge,1.781727041816339e-05
fld_nolidar_leafoff,0,overall,3,4,shoulder,2.648677946126554e-05
fld_nolidar_leafoff,0,overall,4,5,spur,1.425034770363709e-05
fld_nolidar_leafoff,0,overall,5,6,slope,4.5949585910420865e-05
fld_nolidar_leafoff,0,overall,6,7,hollow,1.5766021533636376e-05
fld_nolidar_leafoff,0,overall,7,8,footslope,2.691678309929557e-05
fld_nolidar_leafoff,0,overall,8,9,valley,2.568892523413524e-05
fld_nolidar_leafoff,0,overall,9,10,pit,4.469181021704571e-06
fld_nolidar_leafoff,1,WET,0,1,flat,0.00010283270239597186
fld_nolidar_leafoff,1,WET,1,2,peak,5.477914783114102e-06
fld_nolidar_leafoff,1,WET,2,3,ridge,2.6034129405161366e-05
fld_nolidar_leafoff,1,WET,3,4,shoulder,2.886523179768119e-05
fld_nolidar_leafoff,1,WET,4,5,spur,2.591411248431541e-05
fld_nolidar_leafoff,1,WET,5,6,slope,7.676322275074199e-05
fld_nolidar_leafoff,1,WET,6,7,hollow,3.164686495438218e-05
fld_nolidar_leafoff,1,WET,7,8,footslope,3.756687146960758e-05
fld_nolidar_leafoff,1,WET,8,9,valley,4.265301686245948e-05
fld_nolidar_leafoff,1,WET,9,10,pit,7.468520379916299e-06
fld_nolidar_leafoff,1,UPL,0,1,flat,7.062131771817803e-05
fld_nolidar_leafoff,1,UPL,1,2,peak,3.873415153066162e-06
fld_nolidar_leafoff,1,UPL,2,3,ridge,1.830418113968335e-05
fld_nolidar_leafoff,1,UPL,3,4,shoulder,2.0128822143306024e-05
fld_nolidar_leafoff,1,UPL,4,5,spur,1.8331258615944535e-05
fld_nolidar_leafoff,1,UPL,5,6,slope,5.4822350648464635e-05
fld_nolidar_leafoff,1,UPL,6,7,hollow,2.2723772417521104e-05
fld_nolidar_leafoff,1,UPL,7,8,footslope,2.5988387278630398e-05
fld_nolidar_leafoff,1,UPL,8,9,valley,2.994552232848946e-05
fld_nolidar_leafoff,1,UPL,9,10,pit,5.289252840157133e-06
fld_nolidar_leafoff,1,overall,0,1,flat,8.672701369505376e-05
fld_nolidar_leafoff,1,overall,1,2,peak,4.675664968090132e-06
fld_nolidar_leafoff,1,overall,2,3,ridge,2.216915527242236e-05
fld_nolidar_leafoff,1,overall,3,4,shoulder,2.4497026970493607e-05
fld_nolidar_leafoff,1,overall,4,5,spur,2.2122685550129972e-05
fld_nolidar_leafoff,1,overall,5,6,slope,6.579278851859272e-05
fld_nolidar_leafoff,1,overall,6,7,hollow,2.7185318685951643e-05
fld_nolidar_leafoff,1,overall,7,8,footslope,3.1777628464624286e-05
fld_nolidar_leafoff,1,overall,8,9,valley,3.629926868597977e-05
fld_nolidar_leafoff,1,overall,9,10,pit,6.378886610036716e-06
fld_nolidar_leafoff,2,WET,0,1,flat,8.660912135383114e-05
fld_nolidar_leafoff,2,WET,1,2,peak,4.971769158146344e-06
fld_nolidar_leafoff,2,WET,2,3,ridge,1.9567258277675137e-05
fld_nolidar_leafoff,2,WET,3,4,shoulder,1.5730913219158538e-05
fld_nolidar_leafoff,2,WET,4,5,spur,2.486636549292598e-05
fld_nolidar_leafoff,2,WET,5,6,slope,8.660655294079334e-05
fld_nolidar_leafoff,2,WET,6,7,hollow,3.259647564846091e-05
fld_nolidar_leafoff,2,WET,7,8,footslope,5.5859010899439454e-05
fld_nolidar_leafoff,2,WET,8,9,valley,4.206591620459221e-05
fld_nolidar_leafoff,2,WET,9,10,pit,6.849777946627e-06
fld_nolidar_leafoff,2,UPL,0,1,flat,6.443764868890867e-05
fld_nolidar_leafoff,2,UPL,1,2,peak,3.4114484606107e-06
fld_nolidar_leafoff,2,UPL,2,3,ridge,1.3171023056202102e-05
fld_nolidar_leafoff,2,UPL,3,4,shoulder,1.1429247933847364e-05
fld_nolidar_leafoff,2,UPL,4,5,spur,1.6664307622704655e-05
fld_nolidar_leafoff,2,UPL,5,6,slope,6.182779907248914e-05
fld_nolidar_leafoff,2,UPL,6,7,hollow,2.2720541892340407e-05
fld_nolidar_leafoff,2,UPL,7,8,footslope,4.1974399209721014e-05
fld_nolidar_leafoff,2,UPL,8,9,valley,2.945222149719484e-05
fld_nolidar_leafoff,2,UPL,9,10,pit,4.813343366549816e-06
fld_nolidar_leafoff,2,overall,0,1,flat,7.55233850213699e-05
fld_nolidar_leafoff,2,overall,1,2,peak,4.191608695691684e-06
fld_nolidar_leafoff,2,overall,2,3,ridge,1.636914021219127e-05
